date_range_start,date_range_end,state,census_block_group,number_devices_residing
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480291406001,66
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480850305162,380
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,483970403023,158
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482013115002,62
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482279507001,73
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,481677257002,68
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482339509005,89
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482499506004,51
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,481119503004,64
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484391134031,60
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484850135023,123
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484530013052,64
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480850317082,110
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,481899505001,23
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482014528013,36
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480291918162,84
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482015215001,20
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482899502001,89
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484391141043,748
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482150204041,141
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482013236003,170
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,481576723024,313
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482014327022,96
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482419504001,95
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482014115023,63
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484391137031,145
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482013235002,107
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480590301024,130
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,483750153002,56
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480610130023,52
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484391217022,81
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480291408002,45
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482015113012,41
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482770006003,40
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484530024032,47
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484971505002,222
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482013316012,115
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482030205023,107
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482013138004,73
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484910216031,85
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482499504003,67
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480039502006,51
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484410103002,62
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482014516022,304
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484391115393,124
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482319611002,333
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482015338012,80
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480270208003,70
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,484391230004,81
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,481576730031,411
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,482917013001,139
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,481410103452,100
2020-06-29T07:00:00Z,2020-07-06T07:00:00Z,tx,480291718024,63
